"","code","analysed.material","geological.zone","main.ore","p206.204","p207.204","p208.204","p207.206","p208.206","tmod","mu12","kappa12","reference","ref.code","decimallatitude","decimallongitude","sample.type1","geol.zone"
"GDM.0153","GDM.0153","Galena","BC","Pb-Zn",18.765,15.708,39.11,0.837,2.084,103,9.88,4.0515,"Arribas & Tosdal, 1994","Ref.016",37.601059,-1.327094,"Geological","Betic Cordillera"
"GDM.0154","GDM.0154","Galena","BC","Pb-Zn",18.753,15.693,39.064,0.837,2.083,83,9.82,4.0309,"Arribas & Tosdal, 1994","Ref.016",37.601059,-1.327094,"Geological","Betic Cordillera"
"GDM.0155","GDM.0155","Galena","BC","Pb-Zn",18.758,15.681,39.014,0.836,2.08,55,9.77,3.9981,"Arribas & Tosdal, 1994","Ref.016",37.282984,-1.763895,"Geological","Betic Cordillera"
"GDM.0156","GDM.0156","Galena","BC","Pb-Zn",18.758,15.679,39.007,0.836,2.079,51,9.77,3.9938,"Arribas & Tosdal, 1994","Ref.016",37.282984,-1.763895,"Geological","Betic Cordillera"
"GDM.0157","GDM.0157","Galena","BC","Pb-Zn",18.764,15.688,39.037,0.836,2.08,64,9.8,4.0083,"Arribas & Tosdal, 1994","Ref.016",37.282984,-1.763895,"Geological","Betic Cordillera"
"GDM.0158","GDM.0158","Galena","BC","Pb-Zn",18.758,15.684,39.011,0.836,2.08,61,9.79,3.9977,"Arribas & Tosdal, 1994","Ref.016",37.282984,-1.763895,"Geological","Betic Cordillera"
"GDM.0159","GDM.0159","Galena","BC","Pb-Zn",18.755,15.681,39.005,0.836,2.08,57,9.77,3.9955,"Arribas & Tosdal, 1994","Ref.016",37.39096,-1.698236,"Geological","Betic Cordillera"
"GDM.0160","GDM.0160","Galena","BC","Pb-Zn",18.758,15.686,39.029,0.836,2.081,65,9.79,4.0074,"Arribas & Tosdal, 1994","Ref.016",37.39096,-1.698236,"Geological","Betic Cordillera"
"GDM.0161","GDM.0161","Galena","BC","Pb-Zn",18.746,15.68,39.004,0.836,2.081,62,9.77,4.0005,"Arribas & Tosdal, 1994","Ref.016",37.532116,-1.640511,"Geological","Betic Cordillera"
"GDM.0162","GDM.0162","Galena","BC","Pb-Zn",18.872,15.697,38.985,0.832,2.066,2,9.81,3.9163,"Arribas & Tosdal, 1994","Ref.016",36.851135,-2.058124,"Geological","Betic Cordillera"
"GDM.0163","GDM.0163","Galena","BC","Pb-Zn",18.862,15.684,38.94,0.832,2.064,-17,9.77,3.8957,"Arribas & Tosdal, 1994","Ref.016",36.851135,-2.058124,"Geological","Betic Cordillera"
"GDM.0164","GDM.0164","Galena","BC","Pb-Zn",18.849,15.676,38.915,0.832,2.065,-24,9.74,3.8886,"Arribas & Tosdal, 1994","Ref.016",36.851135,-2.058124,"Geological","Betic Cordillera"
"GDM.0165","GDM.0165","Galena","BC","Pb-Zn",18.855,15.685,38.933,0.832,2.065,-10,9.77,3.897,"Arribas & Tosdal, 1994","Ref.016",36.851135,-2.058124,"Geological","Betic Cordillera"
"GDM.0166","GDM.0166","Whole rock","BC","Pb-Zn",18.862,15.69,38.929,0.832,2.064,-5,9.79,3.8924,"Arribas & Tosdal, 1994","Ref.016",36.851135,-2.058124,"Geological","Betic Cordillera"
"GDM.0167","GDM.0167","Galena","BC","Pb-Zn",18.782,15.684,38.96,0.835,2.074,43,9.78,3.9566,"Arribas & Tosdal, 1994","Ref.016",36.752147,-2.149578,"Geological","Betic Cordillera"
"GDM.0168","GDM.0168","Galena","BC","Pb-Zn",18.789,15.687,38.974,0.835,2.074,44,9.79,3.9602,"Arribas & Tosdal, 1994","Ref.016",36.752147,-2.149578,"Geological","Betic Cordillera"
"GDM.0169","GDM.0169","Ore mix","SPZ",NA,18.185,15.623,38.255,0.859,2.104,371,9.67,3.9636,"Marcoux&Sáez, 1994","Ref.017",37.715398,-6.583105,"Geological","South Portuguese Zone"
"GDM.0170","GDM.0170","Ore mix","SPZ",NA,18.158,15.635,38.263,0.861,2.107,414,9.73,3.9909,"Marcoux&Sáez, 1994","Ref.017",37.715398,-6.583105,"Geological","South Portuguese Zone"
"GDM.0171","GDM.0171","Ore mix","SPZ",NA,18.151,15.643,38.264,0.862,2.108,434,9.76,3.9991,"Marcoux&Sáez, 1994","Ref.017",37.715398,-6.583105,"Geological","South Portuguese Zone"
"GDM.0172","GDM.0172","Ore mix","SPZ",NA,18.2,15.627,38.215,0.859,2.1,368,9.68,3.9328,"Marcoux&Sáez, 1994","Ref.017",37.578645,-6.721738,"Geological","South Portuguese Zone"
"GDM.0173","GDM.0173","Ore mix","SPZ",NA,18.206,15.651,38.319,0.86,2.105,408,9.78,3.9939,"Marcoux&Sáez, 1994","Ref.017",37.79377,-6.887673,"Geological","South Portuguese Zone"
"GDM.0174","GDM.0174","Ore mix","SPZ",NA,18.142,15.607,38.205,0.86,2.106,374,9.62,3.9602,"Marcoux&Sáez, 1994","Ref.017",37.715398,-6.583105,"Geological","South Portuguese Zone"
"GDM.0175","GDM.0175","Ore mix","SPZ",NA,18.189,15.665,38.341,0.861,2.108,446,9.84,4.0226,"Marcoux&Sáez, 1994","Ref.017",37.715398,-6.583105,"Geological","South Portuguese Zone"
"GDM.0176","GDM.0176","Ore mix","SPZ",NA,18.258,15.608,38.214,0.855,2.093,288,9.59,3.8864,"Marcoux&Sáez, 1994","Ref.017",37.715398,-6.583105,"Geological","South Portuguese Zone"
"GDM.0177","GDM.0177","Ore mix","SPZ",NA,18.264,15.601,38.206,0.854,2.092,270,9.56,3.8756,"Marcoux&Sáez, 1994","Ref.017",37.715398,-6.583105,"Geological","South Portuguese Zone"
"GDM.0178","GDM.0178","Ore mix","SPZ",NA,18.251,15.615,38.372,0.856,2.102,307,9.62,3.9792,"Marcoux&Sáez, 1994","Ref.017",37.715398,-6.583105,"Geological","South Portuguese Zone"
"GDM.0179","GDM.0179","Ore mix","SPZ",NA,18.293,15.645,38.453,0.855,2.102,332,9.73,4.0048,"Marcoux&Sáez, 1994","Ref.017",37.715398,-6.583105,"Geological","South Portuguese Zone"
"GDM.0180","GDM.0180","Ore mix","SPZ",NA,18.287,15.705,38.544,0.859,2.108,447,9.98,4.0791,"Marcoux&Sáez, 1994","Ref.017",37.715398,-6.583105,"Geological","South Portuguese Zone"
"GDM.0181","GDM.0181","Ore mix","SPZ",NA,18.274,15.65,38.404,0.856,2.102,356,9.76,3.9931,"Marcoux&Sáez, 1994","Ref.017",37.715398,-6.583105,"Geological","South Portuguese Zone"
"GDM.0182","GDM.0182","Ore mix","SPZ",NA,18.373,15.602,38.485,0.849,2.095,189,9.54,3.9521,"Marcoux&Sáez, 1994","Ref.017",37.80805,-6.665716,"Geological","South Portuguese Zone"
"GDM.0183","GDM.0183","Ore mix","SPZ",NA,18.481,15.601,38.516,0.844,2.084,104,9.52,3.896,"Marcoux&Sáez, 1994","Ref.017",37.715398,-6.583105,"Geological","South Portuguese Zone"
"GDM.0184","GDM.0184","Ore mix","SPZ",NA,18.24,15.613,38.305,0.856,2.1,311,9.62,3.9497,"Marcoux&Sáez, 1994","Ref.017",37.715398,-6.583105,"Geological","South Portuguese Zone"
"GDM.0185","GDM.0185","Fe mineral","Py","Au",18.752,15.739,38.75,0.839,2.066,172,10,3.8898,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0186","GDM.0186","Fe mineral","Py","Au",18.538,15.672,38.68,0.845,2.087,202,9.78,3.9692,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0187","GDM.0187","Fe mineral","Py","Au",18.425,15.685,38.586,0.851,2.094,310,9.86,4,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0188","GDM.0188","Fe mineral","Py","Au",18.476,15.7,38.613,0.85,2.09,300,9.91,3.9852,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0189","GDM.0189","Fe mineral","Py","Au",18.404,15.695,38.588,0.853,2.097,344,9.9,4.0188,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0190","GDM.0190","Galena","Py","Au",18.406,15.702,38.595,0.853,2.097,355,9.93,4.0236,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0191","GDM.0191","Galena","Py","Au",18.399,15.716,38.589,0.854,2.097,386,9.99,4.0299,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0192","GDM.0192","Galena","Py","Au",18.401,15.704,38.574,0.853,2.096,362,9.94,4.0165,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0193","GDM.0193","Galena","Py","Au",18.426,15.706,38.59,0.852,2.094,348,9.94,4.0087,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0194","GDM.0194","Zn mineral","Py","Au",18.416,15.683,38.51,0.852,2.091,313,9.85,3.9651,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0195","GDM.0195","Galena","Py","Au",18.41,15.702,38.582,0.853,2.096,352,9.93,4.0139,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0196","GDM.0196","Fe mineral","Py","Au",18.563,15.725,38.844,0.847,2.093,283,9.99,4.0564,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0197","GDM.0197","Fe mineral","Py","Au",18.542,15.716,38.83,0.848,2.094,282,9.96,4.0601,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0198","GDM.0198","Fe mineral","Py","Au",18.469,15.711,38.731,0.851,2.097,326,9.95,4.0559,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0199","GDM.0199","Fe mineral","Py","Au",18.397,15.711,38.769,0.854,2.107,378,9.97,4.1256,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0200","GDM.0200","Fe mineral","Py","Au",18.448,15.7,38.481,0.851,2.086,321,9.91,3.9343,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0201","GDM.0201","Fe mineral","Py","Au",18.641,15.691,38.91,0.842,2.087,162,9.84,4.0262,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0202","GDM.0202","Fe mineral","Py","Au",18.562,15.708,38.821,0.846,2.091,252,9.92,4.0391,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0203","GDM.0203","Fe mineral","Py","Au",18.718,15.72,38.985,0.84,2.083,161,9.93,4.0238,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0204","GDM.0204","Fe mineral","Py","Au",30.362,16.412,46.238,0.541,1.523,-11140,11.92,2.0229,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0205","GDM.0205","Silicate","Py","Au",18.558,15.705,38.704,0.846,2.086,250,9.91,3.98,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0206","GDM.0206","Silicate","Py","Au",18.552,15.702,38.694,0.846,2.086,248,9.9,3.9777,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0207","GDM.0207","Silicate","Py","Au",18.899,15.719,39.3,0.832,2.079,25,9.89,4.062,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0208","GDM.0208","Silicate","Py","Au",18.882,15.715,39.294,0.832,2.081,30,9.88,4.0687,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0209","GDM.0209","Silicate","Py","Au",23.051,15.974,49.434,0.693,2.145,-2728,10.5,5.2584,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0210","GDM.0210","Silicate","Py","Au",20.247,15.802,42.5,0.78,2.099,-821,10.03,4.6332,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0211","GDM.0211","Other","Py","Au",18.469,15.699,38.588,0.85,2.089,304,9.9,3.9764,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0212","GDM.0212","Other","Py","Au",18.516,15.704,38.638,0.848,2.087,279,9.91,3.9731,"Romer&Soler, 1995","Ref.018",42.319946,2.146025,"Geological","Pyrenees"
"GDM.0228","GDM.0228","Galena","Py","Pb-Zn",18.021,15.656,38.157,0.869,2.117,553,9.85,4.0352,"Cardellach et al., 1996","Ref.020",42.782697,0.729833,"Geological","Pyrenees"
"GDM.0229","GDM.0229","Galena","Py","Pb-Zn",18.064,15.696,38.288,0.869,2.12,592,10,4.0919,"Cardellach et al., 1996","Ref.020",42.782697,0.729833,"Geological","Pyrenees"
"GDM.0230","GDM.0230","Galena","Py","Pb-Zn",18.042,15.671,38.213,0.869,2.118,564,9.91,4.0569,"Cardellach et al., 1996","Ref.020",42.782697,0.729833,"Geological","Pyrenees"
"GDM.0231","GDM.0231","Galena","Py","Pb-Zn",18.054,15.671,38.213,0.868,2.117,555,9.9,4.0484,"Cardellach et al., 1996","Ref.020",42.782697,0.729833,"Geological","Pyrenees"
"GDM.0232","GDM.0232","Galena","Py","Pb-Zn",18.08,15.676,38.226,0.867,2.114,545,9.92,4.0389,"Cardellach et al., 1996","Ref.020",42.782697,0.729833,"Geological","Pyrenees"
"GDM.0233","GDM.0233","Galena","Py","Pb-Zn",18.045,15.67,38.198,0.868,2.117,560,9.9,4.046,"Cardellach et al., 1996","Ref.020",42.782697,0.729833,"Geological","Pyrenees"
"GDM.0234","GDM.0234","Galena","NIM","Pb-Zn",17.901,15.641,38.063,0.874,2.126,614,9.83,4.0627,"Tornos et al., 1996","Ref.021",42.612797,-7.081083,"Geological","Northern branch of the Iberian Massif"
"GDM.0235","GDM.0235","Galena","NIM","Pb-Zn",17.853,15.585,37.896,0.873,2.123,549,9.61,3.9818,"Tornos et al., 1996","Ref.021",42.612797,-7.081083,"Geological","Northern branch of the Iberian Massif"
"GDM.0236","GDM.0236","Galena","NIM","Pb-Zn",17.833,15.608,37.99,0.875,2.13,606,9.71,4.0589,"Tornos et al., 1996","Ref.021",42.612797,-7.081083,"Geological","Northern branch of the Iberian Massif"
"GDM.0237","GDM.0237","Galena","NIM","Pb-Zn",17.828,15.605,37.982,0.875,2.13,604,9.7,4.0569,"Tornos et al., 1996","Ref.021",42.612797,-7.081083,"Geological","Northern branch of the Iberian Massif"
"GDM.0238","GDM.0238","Galena","NIM","Pb-Zn",17.801,15.581,37.916,0.875,2.13,581,9.61,4.0299,"Tornos et al., 1996","Ref.021",42.612797,-7.081083,"Geological","Northern branch of the Iberian Massif"
"GDM.0239","GDM.0239","Galena","NIM","Pb-Zn",17.824,15.587,37.943,0.875,2.129,575,9.62,4.0309,"Tornos et al., 1996","Ref.021",42.612797,-7.081083,"Geological","Northern branch of the Iberian Massif"
"GDM.0240","GDM.0240","Galena","NIM","Pb-Zn",17.835,15.599,37.972,0.875,2.129,588,9.67,4.0439,"Tornos et al., 1996","Ref.021",42.612797,-7.081083,"Geological","Northern branch of the Iberian Massif"
"GDM.0241","GDM.0241","Galena","NIM","Pb-Zn",17.836,15.598,37.969,0.875,2.129,586,9.67,4.0411,"Tornos et al., 1996","Ref.021",42.612797,-7.081083,"Geological","Northern branch of the Iberian Massif"
"GDM.0242","GDM.0242","Galena","BCB","Pb-Zn",18.723,15.663,38.702,0.837,2.067,45,9.71,3.8574,"Velasco et al., 1996","Ref.022",43.342072,-4.089048,"Geological","Basque Cantabrian Basin"
"GDM.0243","GDM.0243","Galena","BCB","Pb-Zn",18.745,15.686,38.772,0.837,2.068,75,9.8,3.8868,"Velasco et al., 1996","Ref.022",43.342072,-4.089048,"Geological","Basque Cantabrian Basin"
"GDM.0244","GDM.0244","Galena","BCB","Pb-Zn",18.728,15.673,38.723,0.837,2.068,62,9.75,3.8683,"Velasco et al., 1996","Ref.022",43.342072,-4.089048,"Geological","Basque Cantabrian Basin"
"GDM.0245","GDM.0245","Galena","BCB","Pb-Zn",18.733,15.662,38.695,0.836,2.066,36,9.71,3.8472,"Velasco et al., 1996","Ref.022",43.33611,-4.255728,"Geological","Basque Cantabrian Basin"
"GDM.0246","GDM.0246","Galena","BCB","Pb-Zn",18.761,15.693,38.789,0.836,2.068,77,9.82,3.8877,"Velasco et al., 1996","Ref.022",43.33611,-4.255728,"Geological","Basque Cantabrian Basin"
"GDM.0247","GDM.0247","Galena","BCB","Pb-Zn",18.586,15.663,38.745,0.843,2.085,148,9.74,3.9678,"Velasco et al., 1996","Ref.022",43.234392,-3.376369,"Geological","Basque Cantabrian Basin"
"GDM.0248","GDM.0248","Galena","BCB","Pb-Zn",18.564,15.657,38.71,0.843,2.085,153,9.72,3.9622,"Velasco et al., 1996","Ref.022",43.234392,-3.376369,"Geological","Basque Cantabrian Basin"
"GDM.0249","GDM.0249","Galena","BCB","Pb-Zn",18.581,15.665,38.743,0.843,2.085,156,9.75,3.9708,"Velasco et al., 1996","Ref.022",43.234392,-3.376369,"Geological","Basque Cantabrian Basin"
"GDM.0250","GDM.0250","Galena","BCB","Pb-Zn",18.606,15.679,38.797,0.843,2.085,165,9.8,3.9871,"Velasco et al., 1996","Ref.022",43.234392,-3.376369,"Geological","Basque Cantabrian Basin"
"GDM.0251","GDM.0251","Galena","BCB","Pb-Zn",18.584,15.657,38.738,0.843,2.084,138,9.71,3.9634,"Velasco et al., 1996","Ref.022",43.234392,-3.376369,"Geological","Basque Cantabrian Basin"
"GDM.0252","GDM.0252","Galena","BCB","Pb-Zn",18.587,15.657,38.739,0.842,2.084,136,9.71,3.9619,"Velasco et al., 1996","Ref.022",43.234392,-3.376369,"Geological","Basque Cantabrian Basin"
"GDM.0253","GDM.0253","Galena","BCB","Pb-Zn",18.598,15.668,38.767,0.842,2.084,149,9.75,3.973,"Velasco et al., 1996","Ref.022",43.234392,-3.376369,"Geological","Basque Cantabrian Basin"
"GDM.0254","GDM.0254","Galena","BCB","Pb-Zn",18.58,15.65,38.628,0.842,2.079,127,9.69,3.9069,"Velasco et al., 1996","Ref.022",42.944998,-2.800631,"Geological","Basque Cantabrian Basin"
"GDM.0255","GDM.0255","Galena","BCB","Pb-Zn",18.608,15.653,38.702,0.841,2.08,112,9.69,3.9277,"Velasco et al., 1996","Ref.022",42.944998,-2.800631,"Geological","Basque Cantabrian Basin"
"GDM.0256","GDM.0256","Galena","BCB","Pb-Zn",18.598,15.669,38.73,0.843,2.082,151,9.76,3.9544,"Velasco et al., 1996","Ref.022",42.990853,-2.37106,"Geological","Basque Cantabrian Basin"
"GDM.0257","GDM.0257","Galena","BCB","Pb-Zn",18.546,15.632,38.584,0.843,2.08,117,9.63,3.8999,"Velasco et al., 1996","Ref.022",42.990853,-2.37106,"Geological","Basque Cantabrian Basin"
"GDM.0258","GDM.0258","Galena","BCB","Pb-Zn",18.567,15.658,38.665,0.843,2.082,153,9.72,3.9373,"Velasco et al., 1996","Ref.022",42.957975,-2.354395,"Geological","Basque Cantabrian Basin"
"GDM.0259","GDM.0259","Galena","BCB","Pb-Zn",18.581,15.678,38.7,0.844,2.083,181,9.8,3.9533,"Velasco et al., 1996","Ref.022",42.957975,-2.354395,"Geological","Basque Cantabrian Basin"
"GDM.0260","GDM.0260","Galena","BCB","Pb-Zn",18.591,15.668,38.66,0.843,2.079,154,9.76,3.9226,"Velasco et al., 1996","Ref.022",43.0344,-2.275956,"Geological","Basque Cantabrian Basin"
"GDM.0261","GDM.0261","Galena","BCB","Pb-Zn",18.608,15.665,38.746,0.842,2.082,136,9.74,3.9546,"Velasco et al., 1996","Ref.022",43.0344,-2.275956,"Geological","Basque Cantabrian Basin"
"GDM.0262","GDM.0262","Galena","BCB","Pb-Zn",18.591,15.665,38.689,0.843,2.081,148,9.74,3.9364,"Velasco et al., 1996","Ref.022",43.0344,-2.275956,"Geological","Basque Cantabrian Basin"
"GDM.0263","GDM.0263","Galena","BCB","Pb-Zn",18.593,15.664,38.771,0.842,2.085,145,9.74,3.9769,"Velasco et al., 1996","Ref.022",43.0344,-2.275956,"Geological","Basque Cantabrian Basin"
"GDM.0264","GDM.0264","Galena","BCB","Pb-Zn",18.621,15.66,38.759,0.841,2.081,116,9.72,3.9509,"Velasco et al., 1996","Ref.022",43.0344,-2.275956,"Geological","Basque Cantabrian Basin"
"GDM.0265","GDM.0265","Galena","BCB","Pb-Zn",18.595,15.657,38.712,0.842,2.082,130,9.71,3.9428,"Velasco et al., 1996","Ref.022",43.0344,-2.275956,"Geological","Basque Cantabrian Basin"
"GDM.0266","GDM.0266","Galena","BCB","Pb-Zn",18.618,15.652,38.782,0.841,2.083,102,9.69,3.9617,"Velasco et al., 1996","Ref.022",43.0344,-2.275956,"Geological","Basque Cantabrian Basin"
"GDM.0267","GDM.0267","Galena","BCB","Pb-Zn",18.553,15.648,38.664,0.843,2.084,144,9.69,3.9424,"Velasco et al., 1996","Ref.022",43.0344,-2.275956,"Geological","Basque Cantabrian Basin"
"GDM.0268","GDM.0268","Galena","Py","Pb-Zn",18.442,15.667,38.702,0.85,2.099,263,9.78,4.0435,"Velasco et al., 1996","Ref.022",43.286677,-1.797647,"Geological","Pyrenees"
"GDM.0269","GDM.0269","Galena","Py","Pb-Zn",18.421,15.651,38.66,0.85,2.099,248,9.73,4.0299,"Velasco et al., 1996","Ref.022",43.286677,-1.797647,"Geological","Pyrenees"
"GDM.0270","GDM.0270","Galena","Py","Pb-Zn",18.41,15.649,38.62,0.85,2.098,253,9.72,4.0155,"Velasco et al., 1996","Ref.022",43.286677,-1.797647,"Geological","Pyrenees"
"GDM.0271","GDM.0271","Galena","Py","Pb-Zn",18.457,15.674,38.735,0.849,2.099,265,9.81,4.0531,"Velasco et al., 1996","Ref.022",43.286677,-1.797647,"Geological","Pyrenees"
"GDM.0272","GDM.0272","Galena","Py","Pb-Zn",18.437,15.661,38.625,0.849,2.095,256,9.76,4.0041,"Velasco et al., 1996","Ref.022",43.286677,-1.797647,"Geological","Pyrenees"
"GDM.0273","GDM.0273","Galena","Py","Pb-Zn",18.444,15.667,38.687,0.849,2.098,262,9.78,4.0342,"Velasco et al., 1996","Ref.022",43.286677,-1.797647,"Geological","Pyrenees"
"GDM.0274","GDM.0274","Galena","Py","Pb-Zn",18.42,15.655,38.68,0.85,2.1,257,9.74,4.0426,"Velasco et al., 1996","Ref.022",43.286677,-1.797647,"Geological","Pyrenees"
"GDM.0275","GDM.0275","Galena","Py","Pb-Zn",18.451,15.699,38.709,0.851,2.098,317,9.91,4.0524,"Velasco et al., 1996","Ref.022",43.286677,-1.797647,"Geological","Pyrenees"
"GDM.0276","GDM.0276","Galena","Py","Pb-Zn",18.425,15.655,38.69,0.85,2.1,253,9.74,4.0445,"Velasco et al., 1996","Ref.022",43.286677,-1.797647,"Geological","Pyrenees"
"GDM.0277","GDM.0277","Galena","Py","Pb-Zn",18.46,15.682,38.756,0.85,2.099,278,9.84,4.065,"Velasco et al., 1996","Ref.022",43.286677,-1.797647,"Geological","Pyrenees"
"GDM.0278","GDM.0278","Galena","Py","Pb-Zn",18.423,15.656,38.657,0.85,2.098,256,9.75,4.0287,"Velasco et al., 1996","Ref.022",43.286677,-1.797647,"Geological","Pyrenees"
"GDM.0279","GDM.0279","Galena","Py","Pb-Zn",18.443,15.662,38.695,0.849,2.098,253,9.76,4.0373,"Velasco et al., 1996","Ref.022",43.286677,-1.797647,"Geological","Pyrenees"
"GDM.0280","GDM.0280","Galena","NIM","Pb-Zn",17.816,15.61,37.939,0.876,2.129,622,9.72,4.0422,"Velasco et al., 1996","Ref.022",42.155484,-3.179407,"Geological","Northern branch of the Iberian Massif"
"GDM.0281","GDM.0281","Galena","NIM","Pb-Zn",18.424,15.663,38.717,0.85,2.101,269,9.77,4.0623,"Velasco et al., 1996","Ref.022",42.155484,-3.179407,"Geological","Northern branch of the Iberian Massif"
"GDM.0282","GDM.0282","Galena","NIM","Pb-Zn",18.411,15.651,38.686,0.85,2.101,256,9.73,4.0505,"Velasco et al., 1996","Ref.022",42.155484,-3.179407,"Geological","Northern branch of the Iberian Massif"
"GDM.0283","GDM.0283","Galena","NIM","Pb-Zn",18.24,15.64,38.412,0.857,2.106,362,9.73,4.0174,"Velasco et al., 1996","Ref.022",42.155484,-3.179407,"Geological","Northern branch of the Iberian Massif"
"GDM.0284","GDM.0284","Galena","NIM","Pb-Zn",18.223,15.626,38.376,0.857,2.106,349,9.67,4.0047,"Velasco et al., 1996","Ref.022",42.155484,-3.179407,"Geological","Northern branch of the Iberian Massif"
"GDM.0285","GDM.0285","Galena","CCR","Pb-Zn",18.43,15.71,38.633,0.852,2.096,352,9.96,4.0302,"Canals &Cardellach, 1997","Ref.023",41.368566,1.071683,"Geological","Catalonian Coastal Ranges"
"GDM.0286","GDM.0286","Galena","CCR","Pb-Zn",18.441,15.688,38.633,0.851,2.095,304,9.87,4.0152,"Canals &Cardellach, 1997","Ref.023",41.368566,1.071683,"Geological","Catalonian Coastal Ranges"
