"","code","sample","country","province","location","outcrop","decimallatitude","decimallongitude","sample.type","analysed.material","sample.details","main.ore","p206.204","p206.204.2sd","p207.204","p207.204.2sd","p208.204","p208.204.2sd","p207.206","p207.206.2sd","p208.206","p208.206.2sd","pb.content","u.content","model.age","mu","w","geological.zone","geol.age","host.rock","deposit.morphology","realm","excavation.no","find.spot","courtesy","period","chronology","tmod","mu12","kappa12","reference","ref.code","laboratory","spectrometry","observations","sample.type1"
"GDM.1721","GDM.1721","PA11956","Spain","Tarragona","MBF","Linda Mariquita ",41.16729,0.707707,"Mineral","Galena",NA,"Cu-Pb",18.3571,NA,15.6859,NA,38.5557,NA,0.85449,NA,2.1003,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,361,9.8798,4.0304,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1722","GDM.1722","PA11956","Spain","Tarragona","MBF","Linda Mariquita ",41.16729,0.707707,"Mineral","Galena",NA,"Cu-Pb",18.3534,NA,15.6953,NA,38.5896,NA,0.85516,NA,2.10267,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,381,9.9185,4.0543,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1723","GDM.1723","PA12273","Spain","Tarragona","MBF","Linda Mariquita ",41.16729,0.707707,"Mineral","Galena",NA,"Cu-Pb",18.308,NA,15.661,NA,38.446,NA,0.85539,NA,2.09989,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,351,9.7923,3.9963,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1724","GDM.1724","PA12007","Spain","Tarragona","MBF","Linda Mariquita ",41.16729,0.707707,"Mineral","Galena",NA,"Cu-Pb",18.431,NA,15.688,NA,38.655,NA,0.85116,NA,2.09729,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,311,9.8702,4.0336,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1725","GDM.1725","PA12272","Spain","Tarragona","MBF","Linda Mariquita ",41.16729,0.707707,"Mineral","Galena",NA,"Cu-Pb",18.316,NA,15.664,NA,38.451,NA,0.85523,NA,2.09935,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,351,9.8023,3.9946,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1726","GDM.1726","PA12008","Spain","Tarragona","MBF","Linda Mariquita ",41.16729,0.707707,"Mineral","Galena",NA,"Cu-Pb",18.316,NA,15.68,NA,38.498,NA,0.85611,NA,2.10188,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,380,9.8665,4.0255,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1727","GDM.1727","PA10482","Spain","Tarragona","MBF","Linda Mariquita ",41.16729,0.707707,"Mineral","Galena",NA,"Cu-Pb",18.338,NA,15.675,NA,38.502,NA,0.85481,NA,2.09959,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,355,9.8409,4.0108,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1728","GDM.1728","PA11996","Spain","Tarragona","MBF","Linda Mariquita ",41.16729,0.707707,"Mineral","Cu mineral",NA,"Cu-Pb",18.368,NA,15.658,NA,38.506,NA,0.85244,NA,2.09635,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,301,9.7659,3.9866,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1729","GDM.1729","PA11954","Spain","Tarragona","MBF","Linda Mariquita ",41.16729,0.707707,"Mineral","Galena",NA,"Cu-Pb",18.322,NA,15.677,NA,38.495,NA,0.85567,NA,2.10106,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,371,9.8529,4.0187,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1730","GDM.1730","PA12008","Spain","Tarragona","MBF","Linda Mariquita ",41.16729,0.707707,"Mineral","Galena",NA,"Cu-Pb",18.322,NA,15.688,NA,38.524,NA,0.85626,NA,2.10263,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,391,9.8971,4.0382,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1731","GDM.1731","PA11954","Spain","Tarragona","MBF","Linda Mariquita ",41.16729,0.707707,"Mineral","Galena",NA,"Cu-Pb",18.323,NA,15.68,NA,38.503,NA,0.85572,NA,2.10131,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,375,9.8647,4.0234,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1732","GDM.1732","PA12007","Spain","Tarragona","MBF","Linda Mariquita ",41.16729,0.707707,"Mineral","Galena",NA,"Cu-Pb",18.433,NA,15.69,NA,38.665,NA,0.85121,NA,2.09757,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,313,9.8777,4.0382,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1733","GDM.1733","PA20277","Spain","Tarragona","Montsant","Mina Bessó ",41.296108,0.792844,"Mineral","Cu mineral",NA,"Cu-Pb",18.341,NA,15.676,NA,38.47,NA,0.85471,NA,2.0975,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,355,9.8442,3.9919,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1734","GDM.1734","PA20281","Spain","Tarragona","Montsant","Mina Bessó ",41.296108,0.792844,"Mineral","Galena",NA,"Cu-Pb",18.352,NA,15.675,NA,38.484,NA,0.85412,NA,2.097,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,345,9.8374,3.9916,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1735","GDM.1735","PA20614","Spain","Tarragona","Montsant","Mina Bessó ",41.296108,0.792844,"Mineral","Cu mineral",NA,"Cu-Pb",18.364,NA,15.688,NA,38.507,NA,0.8543,NA,2.0969,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,360,9.8865,4.0003,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1736","GDM.1736","PA11992","Spain","Tarragona","MBF","Mina Regia ",41.163512,0.751034,"Mineral","Galena",NA,"Cu-Pb",18.301,NA,15.671,NA,38.46,NA,0.85631,NA,2.10151,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,375,9.8341,4.0122,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1737","GDM.1737","PA11993","Spain","Tarragona","MBF","Mina Regia ",41.163512,0.751034,"Mineral","Galena",NA,"Cu-Pb",18.314,NA,15.686,NA,38.511,NA,0.85651,NA,2.10283,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,393,9.8911,4.036,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1738","GDM.1738","PA11948","Spain","Tarragona","MBF","Mineralogia  ",41.163512,0.751034,"Mineral","Galena",NA,"Cu-Pb",18.408,NA,15.8,NA,38.928,NA,0.85835,NA,2.11472,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,527,10.3294,4.2336,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1739","GDM.1739","PA11985","Spain","Tarragona","MBF","Mineralogia  ",41.163512,0.751034,"Mineral","Galena",NA,"Cu-Pb",18.32,NA,15.692,NA,38.533,NA,0.85658,NA,2.10334,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,399,9.9137,4.0458,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1740","GDM.1740","PA11988","Spain","Tarragona","MBF","Mineralogia  ",41.163512,0.751034,"Mineral","Galena",NA,"Cu-Pb",18.301,NA,15.667,NA,38.453,NA,0.85608,NA,2.10109,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,367,9.8181,4.007,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1741","GDM.1741","PA11987","Spain","Tarragona","MBF","Mineralogia  ",41.163512,0.751034,"Mineral","Galena",NA,"Cu-Pb",18.318,NA,15.688,NA,38.52,NA,0.85642,NA,2.10285,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,394,9.8981,4.0387,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1742","GDM.1742","PA11987","Spain","Tarragona","MBF","Mineralogia  ",41.163512,0.751034,"Mineral","Galena",NA,"Cu-Pb",18.309,NA,15.676,NA,38.483,NA,0.85623,NA,2.1019,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,378,9.8522,4.0208,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1743","GDM.1743","PA11985","Spain","Tarragona","MBF","Mineralogia  ",41.163512,0.751034,"Mineral","Galena",NA,"Cu-Pb",18.317,NA,15.689,NA,38.521,NA,0.85652,NA,2.10304,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,396,9.9024,4.0403,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1744","GDM.1744","PA11995","Spain","Tarragona","MBF","Raimunda  ",41.166468,0.714924,"Mineral","Galena",NA,"Cu-Pb",18.317,NA,15.672,NA,38.483,NA,0.85563,NA,2.10095,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,365,9.8341,4.0139,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1745","GDM.1745","PA11994","Spain","Tarragona","MBF","Raimunda  ",41.166468,0.714924,"Mineral","Galena",NA,"Cu-Pb",18.333,NA,15.691,NA,38.545,NA,0.8559,NA,2.10244,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,388,9.9064,4.0429,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1746","GDM.1746","PA11994","Spain","Tarragona","MBF","Raimunda  ",41.166468,0.714924,"Mineral","Galena",NA,"Cu-Pb",18.333,NA,15.692,NA,38.545,NA,0.85594,NA,2.10243,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,390,9.9104,4.0433,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1747","GDM.1747","PA20275","Spain","Tarragona","Montsant","Solana del Bepo",41.296108,0.792844,"Mineral","Cu mineral",NA,"Cu-Pb",18.487,NA,15.68,NA,38.677,NA,0.84819,NA,2.0921,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,255,9.8256,4.0045,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1748","GDM.1748","PA23797","Spain","Tarragona","Montsant","Solana del Bepo",41.296108,0.792844,"Mineral","Cu mineral",NA,"Cu-Pb",18.5066,NA,15.6928,NA,38.7527,NA,0.84796,NA,2.094,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,264,9.8717,4.0355,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1749","GDM.1749","PA23798","Spain","Tarragona","Montsant","Solana del Bepo",41.296108,0.792844,"Mineral","Cu mineral",NA,"Cu-Pb",18.4883,NA,15.6901,NA,38.7451,NA,0.84865,NA,2.09565,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,273,9.8652,4.0429,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1750","GDM.1750","PA22867","Spain","Tarragona","Montsant","Turquesa  ",41.296108,0.792844,"Mineral","Cu mineral",NA,"Cu-Pb",20.4312,NA,15.7769,NA,38.8176,NA,0.7722,NA,1.89992,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1030,9.9281,3.0549,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1751","GDM.1751","PA20595","Spain","Tarragona","Montsant","Turquesa  ",41.296108,0.792844,"Mineral","Cu mineral",NA,"Cu-Pb",18.5463,NA,15.6956,NA,38.6571,NA,0.84629,NA,2.08436,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,241,9.8739,3.9601,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1752","GDM.1752","PA20593","Spain","Tarragona","Montsant","Turquesa  ",41.296108,0.792844,"Mineral","Cu mineral",NA,"Cu-Pb",19.307,NA,15.7136,NA,38.8001,NA,0.81388,NA,2.00964,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,-293,9.8103,3.5764,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1753","GDM.1753","PA20591","Spain","Tarragona","Montsant","Turquesa  ",41.296108,0.792844,"Mineral","Cu mineral",NA,"Cu-Pb",18.5229,NA,15.6841,NA,38.6786,NA,0.84674,NA,2.08815,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,236,9.8338,3.9828,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1754","GDM.1754","PA20593B","Spain","Tarragona","Montsant","Turquesa  ",41.296108,0.792844,"Mineral","Cu mineral",NA,"Cu-Pb",19.2025,NA,15.7117,NA,38.7135,NA,0.81821,NA,2.01606,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,-218,9.8177,3.5939,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1755","GDM.1755","PA22865","Spain","Tarragona","Montsant","Turquesa  ",41.296108,0.792844,"Mineral","Cu mineral",NA,"Cu-Pb",18.8458,NA,15.6953,NA,38.5223,NA,0.83283,NA,2.04408,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,18,9.813,3.7033,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1756","GDM.1756","PA22862","Spain","Tarragona","Montsant","Turquesa  ",41.296108,0.792844,"Mineral","Cu mineral",NA,"Cu-Pb",20.5794,NA,15.7968,NA,38.7936,NA,0.7676,NA,1.88507,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1099,9.9879,2.9892,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1757","GDM.1757","PA22870","Spain","Tarragona","Montsant","Turquesa  ",41.296108,0.792844,"Mineral","Cu mineral",NA,"Cu-Pb",20.3453,NA,15.7887,NA,38.8408,NA,0.77603,NA,1.90908,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,-931,9.9758,3.1057,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1785","GDM.1785","JO-20a-1","Spain","Albacete","Riópar",NA,38.486907,-2.416088,"Mineral","Galena","Zn-(Fe-Pb)","Pb-Zn",18.736,0.002,15.629,0.002,38.496,0.007,0.83417,NA,2.46311,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,-34,9.5793,3.7337,"Navarro-Ciurana et al., 2017","Ref.119","U. Complutense, Madrid","TIMS",NA,"Geological"
"GDM.1786","GDM.1786","JO-20a-2","Spain","Albacete","Riópar",NA,38.486907,-2.416088,"Mineral","Galena","Zn-(Fe-Pb)","Pb-Zn",18.762,0.001,15.66,0.001,38.595,0.002,0.83467,NA,2.46456,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9.693,3.7782,"Navarro-Ciurana et al., 2017","Ref.119","U. Complutense, Madrid","TIMS",NA,"Geological"
"GDM.1787","GDM.1787","JO-20d-1","Spain","Albacete","Riópar",NA,38.486907,-2.416088,"Mineral","Galena","Zn-(Fe-Pb)","Pb-Zn",18.748,0.001,15.643,0.001,38.536,0.001,0.83438,NA,2.46347,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,-15,9.6306,3.7513,"Navarro-Ciurana et al., 2017","Ref.119","U. Complutense, Madrid","TIMS",NA,"Geological"
"GDM.1788","GDM.1788","JO-20d-2","Spain","Albacete","Riópar",NA,38.486907,-2.416088,"Mineral","Galena","Zn-(Fe-Pb)","Pb-Zn",18.75,0.001,15.644,0.001,38.548,0.004,0.83435,NA,2.46408,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,-14,9.634,3.7564,"Navarro-Ciurana et al., 2017","Ref.119","U. Complutense, Madrid","TIMS",NA,"Geological"
"GDM.1789","GDM.1789","ME17/A1","Spain","Baleares","Baleares","Aigordent ",39.911605,4.223597,"Mineral","Cu mineral","Malachite","Cu-Pb",18.6538,NA,15.6911,NA,39.113,NA,0.84118,NA,2.09679,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,153,9.8334,4.1213,"Perelló Mateo, 2017","Ref.120","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1790","GDM.1790","ME17/A2","Spain","Baleares","Baleares","Aigordent ",39.911605,4.223597,"Mineral","Cu mineral","Malachite","Cu-Pb",18.7565,NA,15.6854,NA,39.135,NA,0.83627,NA,2.08648,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,65,9.7913,4.0614,"Perelló Mateo, 2017","Ref.120","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1791","GDM.1791","ME17/A3","Spain","Baleares","Baleares","Aigordent ",39.911605,4.223597,"Mineral","Cu mineral","Malachite","Cu-Pb",18.6185,NA,15.6861,NA,38.7922,NA,0.8425,NA,2.08353,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,169,9.8212,3.9789,"Perelló Mateo, 2017","Ref.120","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1792","GDM.1792","ME21","Spain","Baleares","Baleares","Binifabini ",39.958459,4.274709,"Mineral","Galena","Galena","Cu-Pb",18.3374,NA,15.6764,NA,38.5212,NA,0.85489,NA,2.10069,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,358,9.8466,4.0221,"Perelló Mateo, 2017","Ref.120","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1793","GDM.1793","ME10","Spain","Baleares","Baleares","Binifabini ",39.958459,4.274709,"Mineral","Cu mineral","Malachite","Cu-Pb",18.44,NA,15.6845,NA,38.6336,NA,0.85057,NA,2.0951,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,298,9.8542,4.0149,"Perelló Mateo, 2017","Ref.120","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1794","GDM.1794","MA","Spain","Baleares","Baleares","Binifabini ",39.958459,4.274709,"Mineral","Cu mineral","Malachite","Cu-Pb",18.4324,NA,15.6841,NA,38.6341,NA,0.8509,NA,2.096,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,303,9.8544,4.0202,"Perelló Mateo, 2017","Ref.120","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1795","GDM.1795","MB","Spain","Baleares","Baleares","Binifabini ",39.958459,4.274709,"Mineral","Cu mineral","Malachite","Cu-Pb",18.4391,NA,15.6818,NA,38.6272,NA,0.85046,NA,2.09485,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,293,9.8437,4.0112,"Perelló Mateo, 2017","Ref.120","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1796","GDM.1796","MC","Spain","Baleares","Baleares","Binifabini ",39.958459,4.274709,"Mineral","Galena","Galena","Cu-Pb",18.3237,NA,15.6722,NA,38.4919,NA,0.8553,NA,2.10066,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,360,9.8332,4.0142,"Perelló Mateo, 2017","Ref.120","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1797","GDM.1797","MA8A","Spain","Baleares","Baleares","Bunyola ",39.695565,2.705098,"Mineral","Galena","Galena","Cu-Pb",18.3107,NA,15.6802,NA,38.5076,NA,0.85634,NA,2.10301,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,385,9.8686,4.0344,"Perelló Mateo, 2017","Ref.120","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1798","GDM.1798","MA8B","Spain","Baleares","Baleares","Bunyola ",39.695565,2.705098,"Mineral","Galena","Galena","Cu-Pb",18.3104,NA,15.68,NA,38.507,NA,0.85635,NA,2.10301,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,385,9.8679,4.0342,"Perelló Mateo, 2017","Ref.120","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1799","GDM.1799","MA8C","Spain","Baleares","Baleares","Bunyola ",39.695565,2.705098,"Mineral","Galena","Galena","Cu-Pb",18.3122,NA,15.6797,NA,38.5075,NA,0.85624,NA,2.10284,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,383,9.8662,4.0331,"Perelló Mateo, 2017","Ref.120","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1800","GDM.1800","PA24394","Spain","Baleares","Baleares","Bunyola ",39.695565,2.705098,"Mineral","Galena","Galena","Cu-Pb",18.3092,NA,15.6786,NA,38.5026,NA,0.85632,NA,2.10291,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,383,9.8626,4.0322,"Perelló Mateo, 2017","Ref.120","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1801","GDM.1801","PA24395","Spain","Baleares","Baleares","Bunyola ",39.695565,2.705098,"Mineral","Galena","Galena","Cu-Pb",18.3092,NA,15.6783,NA,38.5008,NA,0.85631,NA,2.10281,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,382,9.8614,4.0311,"Perelló Mateo, 2017","Ref.120","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1802","GDM.1802","PA24396","Spain","Baleares","Baleares","Bunyola ",39.695565,2.705098,"Mineral","Galena","Galena","Cu-Pb",18.3086,NA,15.6783,NA,38.5008,NA,0.85633,NA,2.10287,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,383,9.8615,4.0315,"Perelló Mateo, 2017","Ref.120","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1803","GDM.1803","PA24397","Spain","Baleares","Baleares","Bunyola ",39.695565,2.705098,"Mineral","Galena","Galena","Cu-Pb",18.309,NA,15.6778,NA,38.4998,NA,0.85629,NA,2.10278,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,382,9.8594,4.0305,"Perelló Mateo, 2017","Ref.120","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1804","GDM.1804","PA24398","Spain","Baleares","Baleares","Bunyola ",39.695565,2.705098,"Mineral","Galena","Galena","Cu-Pb",18.3243,NA,15.6789,NA,38.5153,NA,0.85563,NA,2.10186,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,372,9.8599,4.0287,"Perelló Mateo, 2017","Ref.120","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1805","GDM.1805","PA24399","Spain","Baleares","Baleares","Bunyola ",39.695565,2.705098,"Mineral","Galena","Galena","Cu-Pb",18.3079,NA,15.6776,NA,38.4995,NA,0.85633,NA,2.10289,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,382,9.8589,4.031,"Perelló Mateo, 2017","Ref.120","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1806","GDM.1806","MA2/A","Spain","Baleares","Baleares","Cals.Reis ",39.819466,2.816742,"Mineral","Cu mineral","Malachite","Cu-Pb",19.3503,NA,15.6915,NA,39.3122,NA,0.81092,NA,2.03161,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,-375,9.7232,3.7786,"Perelló Mateo, 2017","Ref.120","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1807","GDM.1807","MA2/B","Spain","Baleares","Baleares","Cals.Reis ",39.819466,2.816742,"Mineral","Cu mineral","Malachite","Cu-Pb",19.35,NA,15.6868,NA,39.3939,NA,0.81069,NA,2.03586,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,-385,9.706,3.8142,"Perelló Mateo, 2017","Ref.120","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1808","GDM.1808","MA2/C","Spain","Baleares","Baleares","Cals.Reis ",39.819466,2.816742,"Mineral","Cu mineral","Malachite","Cu-Pb",19.5594,NA,15.7,NA,39.3829,NA,0.80269,NA,2.0135,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,-519,9.7299,3.6936,"Perelló Mateo, 2017","Ref.120","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
