"code","analysed.material","geological.zone","main.ore","p206.204","p207.204","p208.204","p207.206","p208.206","tmod","mu12","kappa12","reference","ref.code","decimallatitude","decimallongitude"
"GDM.1279","Cu mineral","NIM","Cu",19.44,15.771,38.861,0.811,1.999,-271,10.01,3.5511,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1280","Cu mineral","NIM","Cu",20.034,15.766,38.806,0.787,1.937,-738,9.92,3.2262,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1281","Cu mineral","NIM","Cu",20.144,15.858,38.962,0.787,1.934,-613,10.24,3.2694,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1282","Cu mineral","NIM","Cu",28.401,16.245,38.844,0.572,1.368,-8393,11.37,1.2559,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1283","Cu mineral","NIM","Cu",20.744,15.85,38.815,0.764,1.871,-1097,10.16,2.9471,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1284","Cu mineral","NIM","Cu",21.808,15.897,38.822,0.729,1.78,-1851,10.27,2.574,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1285","Cu mineral","NIM","Cu",32.376,16.44,38.779,0.508,1.198,-24581,12.01,0.7082,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1286","Cu mineral","NIM","Cu",20.029,15.8,38.914,0.789,1.943,-657,10.04,3.2846,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1287","Cu mineral","NIM","Cu",18.619,15.23,37.514,0.818,2.015,-931,8.14,3.1608,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1288","Cu mineral","NIM","Cu",19.38,15.739,38.828,0.812,2.003,-294,9.9,3.5577,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1289","Cu mineral","NIM","Cu",19.145,15.74,38.752,0.822,2.024,-115,9.93,3.6543,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1290","Cu mineral","NIM","Cu",19.509,15.703,38.707,0.805,1.984,-472,9.75,3.4216,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1291","Cu mineral","NIM","Cu",19.863,15.807,38.903,0.796,1.959,-513,10.09,3.3634,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1292","Cu mineral","NIM","Cu",19.105,15.766,38.854,0.825,2.034,-33,10.04,3.7355,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1293","Cu mineral","NIM","Cu",19.323,15.76,38.669,0.816,2.001,-207,9.98,3.523,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1294","Cu mineral","NIM","Cu",19.038,15.74,38.667,0.827,2.031,-36,9.95,3.6756,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1295","Cu mineral","NIM","Cu",19.494,15.741,38.771,0.807,1.989,-377,9.89,3.4715,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1296","Cu mineral","NIM","Cu",19.398,15.697,38.687,0.809,1.994,-401,9.74,3.469,"Huelga-Suarez et al, 2014a","Ref.089",43.316643,-4.983227
"GDM.1297","Cu mineral","NIM","Cu",26.661,16.11,38.681,0.604,1.451,-6416,10.93,1.4604,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1298","Cu mineral","NIM","Cu",24.967,16.014,38.685,0.641,1.549,-4634,10.62,1.7489,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1299","Cu mineral","NIM","Cu",26.485,16.07,38.705,0.607,1.461,-6436,10.8,1.4806,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1300","Cu mineral","NIM","Cu",20.366,15.81,38.662,0.776,1.898,-895,10.05,3.033,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1301","Cu mineral","NIM","Cu",28.509,16.251,38.71,0.57,1.358,-8553,11.39,1.2205,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1302","Cu mineral","NIM","Cu",25.978,16.088,38.694,0.619,1.49,-5544,10.86,1.5783,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1303","Cu mineral","NIM","Cu",28.236,16.161,38.741,0.572,1.372,-8962,11.1,1.2288,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1304","Cu mineral","NIM","Cu",54.73,17.41,38.72,0.318,0.707,-126731,24,0.2656,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1305","Cu mineral","NIM","Cu",26.23,16.107,38.7,0.614,1.475,-5783,10.92,1.5399,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1306","Cu mineral","NIM","Cu",19.182,15.742,38.665,0.821,2.016,-139,9.93,3.5931,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1307","Cu mineral","NIM","Cu",23.93,16.006,38.677,0.669,1.616,-3487,10.6,1.9735,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1308","Cu mineral","NIM","Cu",40.998,16.951,38.718,0.413,0.944,-210595,16.56,0.3844,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1309","Cu mineral","NIM","Cu",78.038,19.739,38.762,0.253,0.497,-188858,36.78,0.174,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1310","Cu mineral","NIM","Cu",68.471,17.897,38.761,0.261,0.566,-114833,31.45,0.204,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1311","Cu mineral","NIM","Cu",26.101,16.122,38.687,0.618,1.482,-5505,10.97,1.5661,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1312","Cu mineral","NIM","Cu",27.813,16.201,38.714,0.583,1.392,-7653,11.23,1.3095,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1313","Cu mineral","NIM","Cu",30.562,16.395,38.717,0.536,1.267,-12095,11.86,0.9852,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1314","Cu mineral","NIM","Cu",22.541,15.946,38.693,0.707,1.717,-2350,10.42,2.3212,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1315","Cu mineral","NIM","Cu",75.617,19.618,38.778,0.259,0.513,-188828,35.46,0.1809,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1316","Cu mineral","NIM","Cu",23.309,15.988,38.701,0.686,1.66,-2925,10.55,2.1273,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1317","Cu mineral","NIM","Cu",26.924,16.177,38.684,0.601,1.437,-6339,11.15,1.4408,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1318","Cu mineral","NIM","Cu",87.762,19.096,38.712,0.218,0.441,-188509,41.96,0.1516,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1319","Cu mineral","NIM","Cu",48.571,17.02,38.736,0.35,0.798,-212896,20.65,0.309,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1320","Cu mineral","NIM","Cu",32.11,16.437,38.681,0.512,1.205,-20311,12,0.7578,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1321","Cu mineral","NIM","Cu",36.576,16.546,38.711,0.452,1.058,-223237,14.14,0.4498,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1322","Cu mineral","NIM","Cu",29.373,16.262,38.673,0.554,1.317,-10557,11.43,1.0888,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1323","Cu mineral","NIM","Cu",20.761,15.836,38.642,0.763,1.861,-1146,10.11,2.8704,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1324","Cu mineral","NIM","Cu",30.461,16.349,38.678,0.537,1.27,-12654,11.71,0.9708,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1325","Cu mineral","NIM","Cu",45.481,16.988,38.707,0.374,0.851,-213090,18.98,0.3349,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1326","Cu mineral","NIM","Cu",27.682,16.203,38.664,0.585,1.397,-7396,11.23,1.3226,"Huelga-Suarez et al, 2014b","Ref.090",42.964339,-5.609837
"GDM.1328","Cu mineral","BC","Cu",18.432,15.684,38.634,0.851,2.096,303,9.85,4.0203,"Hunt Ortiz, 2014","Ref.091",39.958459,4.274709
"GDM.1329","Cu mineral","BC","Cu",18.439,15.682,38.627,0.85,2.095,293,9.84,4.0111,"Hunt Ortiz, 2014","Ref.091",39.958459,4.274709
"GDM.1330","Cu mineral","BC","Cu",18.324,15.672,38.492,0.855,2.101,361,9.83,4.0143,"Hunt Ortiz, 2014","Ref.091",39.958459,4.274709
"GDM.1331","Cu mineral","BC","Cu",18.444,15.666,38.652,0.849,2.096,260,9.78,4.0156,"Hunt Ortiz, 2014","Ref.091",39.961961,4.278971
"GDM.1332","Cu mineral","BC","Cu",18.381,15.656,38.569,0.852,2.098,288,9.76,4.0106,"Hunt Ortiz, 2014","Ref.091",39.961961,4.278971
"GDM.1333","Cu mineral","BC","Cu",18.428,15.671,38.651,0.85,2.097,282,9.8,4.0277,"Hunt Ortiz, 2014","Ref.091",39.961961,4.278971
"GDM.1334","Cu mineral","BC","Cu",18.363,15.645,38.545,0.852,2.099,280,9.71,4.0064,"Hunt Ortiz, 2014","Ref.091",39.961961,4.278971
"GDM.1335","Cu mineral","BC","Cu",18.528,15.671,38.738,0.846,2.091,207,9.78,4.0057,"Hunt Ortiz, 2014","Ref.091",39.961961,4.278971
"GDM.1336","Cu mineral","BC","Cu",18.491,15.675,38.633,0.848,2.089,242,9.8,3.9772,"Hunt Ortiz, 2014","Ref.091",39.961961,4.278971
"GDM.1337","Galena","NIM","Pb-Zn",18.422,15.662,38.555,0.85,2.093,269,9.77,3.9778,"Marques de Sá et al., 2014","Ref.092",41.12509,-6.88171
"GDM.1338","Galena","NIM","Pb-Zn",18.481,15.675,38.706,0.848,2.094,250,9.81,4.0221,"Marques de Sá et al., 2014","Ref.092",41.21248,-6.82628
"GDM.1339","Galena","NIM","Pb-Zn",18.481,15.677,38.711,0.848,2.095,253,9.81,4.0251,"Marques de Sá et al., 2014","Ref.092",41.21248,-6.82628
"GDM.1340","Galena","NIM","Pb-Zn",18.426,15.669,38.567,0.85,2.093,279,9.8,3.9837,"Marques de Sá et al., 2014","Ref.092",41.28132,-6.78432
"GDM.1341","Galena","NIM","Pb-Zn",18.424,15.668,38.56,0.85,2.093,278,9.79,3.9806,"Marques de Sá et al., 2014","Ref.092",41.28132,-6.78432
"GDM.1342","Galena","NIM","Pb-Zn",18.324,15.647,38.444,0.854,2.098,313,9.73,3.9799,"Marques de Sá et al., 2014","Ref.092",40.70932,-8.45735
"GDM.1343","Galena","NIM","Pb-Zn",18.358,15.653,38.471,0.853,2.096,299,9.75,3.9727,"Marques de Sá et al., 2014","Ref.092",40.72598,-8.45862
"GDM.1344","Galena","NIM","Pb-Zn",18.38,15.652,38.457,0.852,2.092,280,9.74,3.9503,"Marques de Sá et al., 2014","Ref.092",40.74725,-8.45585
"GDM.1345","Galena","NIM","Pb-Zn",18.403,15.658,38.502,0.851,2.092,275,9.76,3.9608,"Marques de Sá et al., 2014","Ref.092",40.75425,-8.45804
"GDM.1346","Galena","NIM","Pb-Zn",18.404,15.658,38.505,0.851,2.092,274,9.76,3.9617,"Marques de Sá et al., 2014","Ref.092",40.75425,-8.45804
"GDM.1347","Galena","NIM","Pb-Zn",18.322,15.64,38.366,0.854,2.094,301,9.7,3.9366,"Marques de Sá et al., 2014","Ref.092",40.16943,-7.7606
"GDM.1367","Gold","OMZ","Cu",18.519,15.65,38.501,0.845,2.079,173,9.7,3.8809,"Nocete et al.2014","Ref.095",37.952484,-6.345832
"GDM.1417","Ore mix","BC","Pb",18.67,15.681,38.923,0.84,2.085,121,9.79,4.0099,"Müller et al., 2014","Ref.099",39.034796,1.563727
"GDM.1418","Ore mix","BC","Pb",18.716,15.676,38.988,0.838,2.083,76,9.76,4.0107,"Müller et al., 2014","Ref.099",37.592134,-0.859405
"GDM.1419","Ore mix","BC","Pb",18.718,15.676,38.985,0.837,2.083,75,9.76,4.0079,"Müller et al., 2014","Ref.099",37.592134,-0.859405
"GDM.1424","Hg mineral","NIM","Hg",18.692,15.687,38.944,0.839,2.083,116,9.81,4.0079,"Palero-Fernández et al., 2015","Ref.103",38.775271,-4.849131
"GDM.1425","Hg mineral","NIM","Hg",18.485,15.694,38.655,0.849,2.091,281,9.88,3.9986,"Palero-Fernández et al., 2015","Ref.103",38.775271,-4.849131
"GDM.1426","Hg mineral","NIM","Hg",18.499,15.69,38.662,0.848,2.09,266,9.86,3.9926,"Palero-Fernández et al., 2016","Ref.103",39.775271,-3.849131
"GDM.1427","Hg mineral","NIM","Hg",18.519,15.68,38.75,0.847,2.092,231,9.82,4.0213,"Palero-Fernández et al., 2015","Ref.103",38.775271,-4.849131
"GDM.1428","Hg mineral","NIM","Hg",18.526,15.701,38.737,0.847,2.091,265,9.9,4.0171,"Palero-Fernández et al., 2015","Ref.103",38.775271,-4.849131
"GDM.1429","Hg mineral","NIM","Hg",18.191,15.708,38.494,0.863,2.116,521,10.01,4.12,"Palero-Fernández et al., 2015","Ref.103",38.775271,-4.849131
"GDM.1430","Hg mineral","NIM","Hg",18.484,15.709,38.852,0.85,2.102,311,9.94,4.1087,"Palero-Fernández et al., 2015","Ref.103",38.775271,-4.849131
"GDM.1431","Hg mineral","NIM","Hg",18.358,15.693,38.632,0.855,2.104,374,9.91,4.0729,"Palero-Fernández et al., 2015","Ref.103",38.775271,-4.849131
"GDM.1432","Hg mineral","NIM","Hg",18.377,15.683,38.582,0.853,2.099,341,9.86,4.0297,"Palero-Fernández et al., 2015","Ref.103",38.775271,-4.849131
"GDM.1433","Hg mineral","NIM","Hg",18.523,15.69,38.68,0.847,2.088,247,9.86,3.9852,"Palero-Fernández et al., 2015","Ref.103",38.775271,-4.849131
"GDM.1434","Hg mineral","NIM","Hg",18.37,15.691,38.553,0.854,2.099,362,9.9,4.0215,"Palero-Fernández et al., 2015","Ref.103",38.775271,-4.849131
"GDM.1435","Hg mineral","NIM","Hg",18.382,15.698,38.594,0.854,2.099,366,9.92,4.0377,"Palero-Fernández et al., 2015","Ref.103",38.72806,-4.67472
"GDM.1436","Hg mineral","NIM","Hg",18.148,15.699,38.376,0.865,2.115,536,9.99,4.0823,"Palero-Fernández et al., 2015","Ref.103",38.72806,-4.67472
"GDM.1437","Hg mineral","NIM","Hg",18.488,15.718,38.748,0.85,2.096,326,9.98,4.0548,"Palero-Fernández et al., 2015","Ref.103",38.821944,-4.759167
"GDM.1438","Hg mineral","NIM","Hg",18.422,15.696,38.662,0.852,2.099,332,9.9,4.0463,"Palero-Fernández et al., 2015","Ref.103",38.821944,-4.759167
"GDM.1439","Hg mineral","NIM","Hg",18.312,15.655,38.374,0.855,2.096,337,9.77,3.9528,"Palero-Fernández et al., 2015","Ref.103",38.821944,-4.759167
"GDM.2400","Ore mix","OMZ",NA,18.552,15.653,38.471,0.844,2.074,154,9.71,3.8449,"Rose, 2015","Ref.104",38.622222,-7.265056
"GDM.2401","Ore mix","OMZ",NA,18.434,15.642,38.438,0.849,2.085,221,9.69,3.9007,"Rose, 2015","Ref.104",38.622222,-7.265056
"GDM.2402","Ore mix","OMZ",NA,20.47,15.744,39.242,0.769,1.917,-1147,9.81,3.1919,"Rose, 2015","Ref.104",38.622222,-7.265056
"GDM.2403","Ore mix","OMZ",NA,18.747,15.671,38.854,0.836,2.072,42,9.74,3.921,"Rose, 2015","Ref.104",38.622222,-7.265056
"GDM.2404","Ore mix","OMZ",NA,18.779,15.651,38.682,0.833,2.06,-23,9.65,3.8077,"Rose, 2015","Ref.104",38.622222,-7.265056
"GDM.2405","Ore mix","OMZ",NA,20.095,15.723,39.386,0.782,1.96,-892,9.76,3.4202,"Rose, 2015","Ref.104",38.622222,-7.265056
"GDM.2406","Ore mix","SPZ",NA,18.205,15.64,38.254,0.859,2.101,388,9.73,3.955,"Rose, 2015","Ref.104",37.689697,-6.555895
"GDM.2689","Galena","Py","Pb",18.424,15.696,38.612,0.852,2.096,331,9.9,4.0183,"Subías et al., 2015","Ref.105",42.710826,-0.207717
"GDM.2690","Galena","Py","Pb",18.429,15.709,38.659,0.852,2.098,351,9.95,4.0444,"Subías et al., 2015","Ref.105",42.710826,-0.207717
"GDM.2691","Galena","Py","Pb",18.421,15.695,38.616,0.852,2.096,331,9.9,4.0221,"Subías et al., 2015","Ref.105",42.710826,-0.207717
"GDM.2692","Galena","Py","Pb",18.44,15.723,38.708,0.853,2.099,369,10.01,4.0677,"Subías et al., 2015","Ref.105",42.710826,-0.207717
"GDM.2693","Galena","Py","Pb",18.379,15.718,38.449,0.855,2.092,404,10,3.9693,"Subías et al., 2015","Ref.105",42.710826,-0.207717
"GDM.2694","Galena","Py","Pb",18.094,15.684,38.326,0.867,2.118,549,9.94,4.0878,"Subías et al., 2015","Ref.105",42.791775,-0.266537
"GDM.2695","Galena","Py","Pb",18.079,15.662,38.251,0.866,2.116,521,9.86,4.049,"Subías et al., 2015","Ref.105",42.791775,-0.266537
"GDM.2696","Galena","Py","Pb",18.117,15.71,38.384,0.867,2.119,578,10.04,4.1126,"Subías et al., 2015","Ref.105",42.791775,-0.266537
"GDM.2697","Galena","Py","Pb",18.138,15.737,38.505,0.868,2.123,609,10.15,4.1742,"Subías et al., 2015","Ref.105",42.791775,-0.266537
"GDM.2698","Other","Py","Pb",18.419,15.707,38.723,0.853,2.102,355,9.95,4.0845,"Subías et al., 2015","Ref.105",42.791775,-0.266537
"GDM.2699","Other","Py","Pb",18.11,15.673,38.298,0.865,2.115,518,9.89,4.057,"Subías et al., 2015","Ref.105",42.791775,-0.266537
"GDM.2700","Other","Py","Pb",18.15,15.731,38.491,0.867,2.121,591,10.12,4.1557,"Subías et al., 2015","Ref.105",42.791775,-0.266537
"GDM.2701","Other","Py","Pb",18.136,15.736,38.477,0.868,2.122,609,10.15,4.1597,"Subías et al., 2015","Ref.105",42.791775,-0.266537
"GDM.2702","Other","Py","Pb",18.111,15.683,38.328,0.866,2.116,535,9.93,4.0765,"Subías et al., 2015","Ref.105",42.791775,-0.266537
"GDM.2703","Other","Py","Pb",18.161,15.747,38.538,0.867,2.122,610,10.19,4.1793,"Subías et al., 2015","Ref.105",42.791775,-0.266537
"GDM.2704","Other","Py","Pb",19.248,15.688,37.834,0.815,1.966,-303,9.72,3.1523,"Subías et al., 2015","Ref.105",42.757338,-0.312935
"GDM.2705","Other","Py","Pb",18.217,15.581,38.089,0.855,2.091,267,9.5,3.8366,"Subías et al., 2015","Ref.105",42.757338,-0.312935
"GDM.2706","Other","Py","Pb",18.678,15.652,38.694,0.838,2.072,57,9.68,3.878,"Subías et al., 2015","Ref.105",42.757338,-0.312935
"GDM.2707","Galena","Py","Pb",18.518,15.678,38.912,0.847,2.101,228,9.81,4.1056,"Subías et al., 2015","Ref.105",42.649243,0.210079
"GDM.2708","Galena","Py","Pb",18.488,15.753,38.563,0.852,2.086,388,10.12,3.9689,"Subías et al., 2015","Ref.105",42.649243,0.210079
"GDM.2709","Galena","Py","Pb",19.347,15.758,38.679,0.814,1.999,-229,9.97,3.514,"Subías et al., 2015","Ref.105",42.649243,0.210079
"GDM.2710","Galena","Py","Pb",18.239,15.865,38.762,0.87,2.125,749,10.66,4.2858,"Subías et al., 2015","Ref.105",42.649243,0.210079
"GDM.2711","Other","Py","Pb",18.638,15.804,39.365,0.848,2.112,373,10.28,4.3025,"Subías et al., 2015","Ref.105",42.649243,0.210079
"GDM.2712","Other","Py","Pb",18.589,15.808,39.142,0.85,2.106,414,10.31,4.2225,"Subías et al., 2015","Ref.105",42.649243,0.210079
"GDM.2713","Other","Py","Pb",18.595,15.812,39.157,0.85,2.106,417,10.33,4.2275,"Subías et al., 2015","Ref.105",42.649243,0.210079
"GDM.2714","Other","Py","Pb",18.601,15.682,39.177,0.843,2.106,174,9.81,4.187,"Subías et al., 2015","Ref.105",42.649243,0.210079
"GDM.2715","Galena","Py","Pb",18.472,15.691,38.722,0.849,2.096,286,9.87,4.0421,"Subías et al., 2015","Ref.105",42.641204,0.338784
"GDM.2716","Galena","Py","Pb",18.48,15.747,38.751,0.852,2.097,383,10.09,4.0714,"Subías et al., 2015","Ref.105",42.641204,0.338784
"GDM.2717","Galena","Py","Pb",18.411,15.685,38.585,0.852,2.096,320,9.86,4.009,"Subías et al., 2015","Ref.105",42.798093,-0.411342
"GDM.2718","Other","Py","Pb",18.707,15.7,38.636,0.839,2.065,130,9.86,3.8472,"Subías et al., 2015","Ref.105",42.798093,-0.411342
"GDM.2719","Other","Py","Pb",18.571,15.727,38.723,0.847,2.085,281,9.99,3.9889,"Subías et al., 2015","Ref.105",42.798093,-0.411342
"GDM.2720","Other","Py","Pb",18.355,15.658,38.609,0.853,2.103,311,9.77,4.0506,"Subías et al., 2015","Ref.105",42.798093,-0.411342
"GDM.2721","Other","Py","Pb",18.222,15.661,38.355,0.859,2.105,415,9.81,4.006,"Subías et al., 2015","Ref.105",42.798093,-0.411342
"GDM.2722","Other","Py","Pb",18.467,15.677,38.54,0.849,2.087,264,9.82,3.9449,"Subías et al., 2015","Ref.105",42.798093,-0.411342
"GDM.2723","Other","Py","Pb",18.309,15.672,38.413,0.856,2.098,371,9.84,3.9816,"Subías et al., 2015","Ref.105",42.798093,-0.411342
"GDM.2724","Galena","Py","Pb",18.437,15.768,38.792,0.855,2.104,451,10.19,4.1298,"Subías et al., 2015","Ref.105",42.73087,-0.273759
"GDM.2725","Whole rock","Py","Pb",19.105,15.733,38.962,0.824,2.039,-100,9.91,3.7752,"Subías et al., 2015","Ref.105",42.73087,-0.273759
"GDM.2726","Whole rock","Py","Pb",19.139,15.769,39.617,0.824,2.07,-52,10.04,4.079,"Subías et al., 2015","Ref.105",42.73087,-0.273759
"GDM.2727","Whole rock","Py","Pb",19.14,15.715,39.482,0.821,2.063,-163,9.84,3.994,"Subías et al., 2015","Ref.105",42.73087,-0.273759
"GDM.2728","Whole rock","Py","Pb",18.908,15.711,39.243,0.831,2.075,3,9.86,4.0252,"Subías et al., 2015","Ref.105",42.73087,-0.273759
"GDM.1484","Ore mix","OMZ",NA,18.85,15.647,38.852,0.83,2.061,-84,9.63,3.8463,"Grauss, 2016","Ref.110",38.150836,-7.025934
"GDM.1485","Ore mix","OMZ",NA,19.285,15.679,39.206,0.813,2.033,-352,9.69,3.7634,"Grauss, 2016","Ref.110",38.150836,-7.025934
"GDM.1486","Ore mix","OMZ",NA,19.1,15.675,39.019,0.821,2.043,-217,9.7,3.7843,"Grauss, 2016","Ref.110",38.150836,-7.025934
"GDM.1487","Ore mix","OMZ",NA,19.331,15.683,39.391,0.811,2.038,-379,9.69,3.8227,"Grauss, 2016","Ref.110",38.150836,-7.025934
"GDM.1488","Ore mix","OMZ",NA,20.26,15.762,39.661,0.778,1.958,-929,9.89,3.4641,"Grauss, 2016","Ref.110",38.150836,-7.025934
"GDM.1489","Ore mix","OMZ",NA,20.244,15.762,39.698,0.779,1.961,-916,9.89,3.487,"Grauss, 2016","Ref.110",38.150836,-7.025934
"GDM.1490","Ore mix","OMZ",NA,20.068,15.751,39.648,0.785,1.976,-802,9.86,3.5521,"Grauss, 2016","Ref.110",38.150836,-7.025934
"GDM.1491","Ore mix","OMZ",NA,18.51,15.643,38.873,0.845,2.1,166,9.68,4.0779,"Grauss, 2016","Ref.110",38.150836,-7.025934
"GDM.1492","Ore mix","OMZ",NA,18.606,15.646,38.991,0.841,2.096,100,9.67,4.0745,"Grauss, 2016","Ref.110",38.150836,-7.025934
"GDM.1493","Ore mix","OMZ",NA,21.598,15.821,40.85,0.733,1.891,-1898,10.02,3.3021,"Grauss, 2016","Ref.110",38.150836,-7.025934
"GDM.1494","Ore mix","OMZ",NA,21.453,15.83,41.048,0.738,1.913,-1743,10.06,3.4383,"Grauss, 2016","Ref.110",38.150836,-7.025934
"GDM.1495","Ore mix","OMZ",NA,23.174,15.907,41.834,0.686,1.805,-3103,10.28,3.0083,"Grauss, 2016","Ref.110",38.150836,-7.025934
"GDM.1496","Ore mix","OMZ",NA,21.974,15.834,41.874,0.721,1.906,-2198,10.06,3.4773,"Grauss, 2016","Ref.110",38.150836,-7.025934
"GDM.1497","Ore mix","OMZ",NA,19.35,15.701,39.236,0.811,2.028,-354,9.76,3.7475,"Grauss, 2016","Ref.110",38.150836,-7.025934
"GDM.1498","Ore mix","OMZ",NA,21.421,15.826,39.757,0.739,1.856,-1727,10.05,3.0061,"Grauss, 2016","Ref.110",38.150836,-7.025934
"GDM.1499","Ore mix","OMZ",NA,18.449,15.645,38.702,0.848,2.098,216,9.7,4.0308,"Grauss, 2016","Ref.110",38.150836,-7.025934
"GDM.1500","Ore mix","OMZ",NA,18.446,15.651,38.726,0.849,2.099,230,9.72,4.0476,"Grauss, 2016","Ref.110",38.150836,-7.025934
"GDM.1501","Ore mix","OMZ",NA,18.458,15.645,38.714,0.848,2.097,209,9.69,4.031,"Grauss, 2016","Ref.110",38.150836,-7.025934
"GDM.1502","Ore mix","OMZ",NA,21.011,15.765,39.965,0.75,1.902,-1549,9.85,3.2285,"Grauss, 2016","Ref.110",38.150836,-7.025934
"GDM.1503","Ore mix","OMZ",NA,19.665,15.689,40.176,0.798,2.043,-629,9.68,3.9758,"Grauss, 2016","Ref.110",38.150836,-7.025934
"GDM.1504","Ore mix","OMZ",NA,19.17,15.683,39.471,0.818,2.059,-254,9.72,3.9577,"Grauss, 2016","Ref.110",38.150836,-7.025934
"GDM.1505","Ore mix","OMZ",NA,19.536,15.68,39.726,0.803,2.034,-547,9.66,3.8512,"Grauss, 2016","Ref.110",38.150836,-7.025934
"GDM.1506","Ore mix","SPZ",NA,18.248,15.622,38.339,0.856,2.101,322,9.65,3.9659,"Grauss, 2016","Ref.110",37.544102,-7.547906
"GDM.1507","Ore mix","SPZ",NA,18.201,15.624,38.208,0.858,2.099,361,9.67,3.9272,"Grauss, 2016","Ref.110",37.665913,-7.500165
"GDM.1508","Ore mix","SPZ",NA,18.219,15.643,38.274,0.859,2.101,383,9.74,3.9576,"Grauss, 2016","Ref.110",37.665913,-7.500165
"GDM.1509","Ore mix","SPZ",NA,18.159,15.624,38.221,0.86,2.105,393,9.68,3.9632,"Grauss, 2016","Ref.110",37.665913,-7.500165
"GDM.1510","Ore mix","SPZ",NA,18.168,15.635,38.262,0.861,2.106,406,9.72,3.9834,"Grauss, 2016","Ref.110",37.665913,-7.500165
"GDM.1511","Ore mix","SPZ",NA,19.415,15.685,39.515,0.808,2.035,-440,9.69,3.8301,"Grauss, 2016","Ref.110",37.549147,-8.017026
"GDM.1512","Ore mix","SPZ",NA,19.318,15.686,39.465,0.812,2.043,-362,9.71,3.8655,"Grauss, 2016","Ref.110",37.549147,-8.017026
"GDM.1513","Ore mix","SPZ",NA,18.648,15.586,38.719,0.836,2.076,-56,9.43,3.8856,"Grauss, 2016","Ref.110",37.549147,-8.017026
